iter	Logloss
259	0.3851720737
260	0.3848088377
261	0.3846397641
262	0.3843822061
263	0.3842085003
264	0.3838373387
265	0.3835488922
266	0.3833272568
267	0.3830587185
268	0.3827837876
269	0.3827080971
270	0.3824360509
271	0.3820671833
272	0.3819104531
273	0.3816716652
274	0.381595519
275	0.3813817662
276	0.3812500487
277	0.3811688021
278	0.381087712
279	0.3808452825
280	0.3807006235
281	0.380362049
282	0.3800067572
283	0.3798131505
284	0.3796821247
285	0.3796524307
286	0.3794549857
287	0.3792516487
288	0.3791157585
289	0.378934894
290	0.3787524966
291	0.3784037896
292	0.3781624244
293	0.3781484008
294	0.3778757642
295	0.3777091274
296	0.3776549915
297	0.3776428454
298	0.3775505446
299	0.3773458079
300	0.3771419901
301	0.3769987201
302	0.3767722081
303	0.3767131708
304	0.3764650836
305	0.3762195588
306	0.3760308524
307	0.375762163
308	0.37543561
309	0.3751742741
310	0.3750797471
311	0.3748729172
312	0.374773237
313	0.3746961262
314	0.3746152214
315	0.3743449517
316	0.3740168507
317	0.3738411222
318	0.3735725025
319	0.373520949
320	0.3732089955
321	0.3730630683
322	0.3728431812
323	0.3726169208
324	0.3724910795
325	0.3722044062
326	0.3721983284
327	0.372172996
328	0.3719506094
329	0.3717348403
330	0.3716351384
331	0.3714141746
332	0.371330502
333	0.3711946741
334	0.3711273105
335	0.3710639425
336	0.370895235
337	0.3707375603
338	0.3705133264
339	0.3702694354
340	0.3700982342
341	0.3699327285
342	0.3699259471
343	0.3697662221
344	0.3696288683
345	0.3695796002
346	0.3692527794
347	0.3690856538
348	0.3688879169
349	0.3686776977
350	0.3685669067
351	0.368332525
352	0.3682306392
353	0.3681445728
354	0.3680062525
355	0.3677320477
356	0.367609952
357	0.3675861137
358	0.3673496841
359	0.3671693782
360	0.3670301624
361	0.366979342
362	0.3669739363
363	0.3667798883
364	0.3667321172
365	0.3666100375
366	0.3663612148
367	0.3661269451
368	0.3659921564
369	0.3658671373
370	0.3658278112
371	0.36570276
372	0.3654323769
373	0.3653840868
374	0.3651969898
375	0.364920478
376	0.3647608125
377	0.3646321347
378	0.3645291204
379	0.3644561241
380	0.364375576
381	0.3642294301
382	0.3642041
383	0.3639997512
384	0.3636704885
385	0.3635765336
386	0.3633590869
387	0.3633050349
388	0.3631973217
389	0.3630571201
390	0.362967813
391	0.3628049962
392	0.3625935493
393	0.3623883515
394	0.3622385122
395	0.3620605706
396	0.361886202
397	0.3617092331
398	0.3616224183
399	0.3613994218
400	0.3613054159
401	0.3612094638
402	0.3610721084
403	0.3609831791
404	0.3609513225
405	0.3608553936
406	0.3605675485
407	0.3603163464
408	0.3600476124
409	0.3600318454
410	0.3600186497
411	0.3599405637
412	0.3597911508
413	0.3596455344
414	0.3595653331
415	0.3594609301
416	0.359283766
417	0.3592565167
418	0.3591329255
419	0.3590157479
420	0.3589186913
421	0.3588848259
422	0.3587741772
423	0.3585302501
424	0.3583328207
425	0.3581492764
426	0.357946357
427	0.3578656252
428	0.3577490015
429	0.3576066727
430	0.3574692246
431	0.3573279259
432	0.3572556577
433	0.3571217915
434	0.3569979842
435	0.3568844307
436	0.3567982014
437	0.3566344283
438	0.3565970427
439	0.3564442512
440	0.3564298099
441	0.3563524503
442	0.3562418718
443	0.356110496
444	0.3559986564
445	0.3558882668
446	0.3558043922
447	0.3556860706
448	0.3555581757
449	0.3554521019
450	0.3553595178
451	0.3550486777
452	0.3549993443
453	0.3547999009
454	0.3545630157
455	0.3544988113
456	0.3543549186
457	0.3542569081
458	0.354127354
459	0.3540492098
460	0.3539547697
461	0.3537959795
462	0.3536285203
463	0.3534297905
464	0.353352885
465	0.353339152
466	0.3532750169
467	0.3530436952
468	0.3530301339
469	0.3529800294
470	0.3527849794
471	0.3527480343
472	0.3525749141
473	0.3525064705
474	0.3523902291
475	0.3523778061
476	0.3522731435
477	0.3520336358
478	0.3519930369
479	0.3518562147
480	0.3515987026
481	0.3515765517
482	0.3513920439
483	0.3513272638
484	0.3512779474
485	0.3511667647
486	0.3510387719
487	0.3508458509
488	0.3507220652
489	0.3505007465
490	0.3504292371
491	0.3502224445
492	0.3502018271
493	0.3500947824
494	0.3500404757
495	0.3499772622
496	0.3498953312
497	0.3498070536
498	0.3495888102
499	0.3494998297
500	0.3493806036
501	0.3492454841
502	0.3492045138
503	0.3491651875
504	0.3490928933
505	0.3490377511
506	0.3489485276
507	0.3488735704
508	0.3488324762
509	0.3487865489
510	0.3487371266
511	0.3486341301
512	0.3485090141
513	0.3483676969
514	0.3482596839
515	0.3481065136
516	0.3479882764
517	0.3478683546
518	0.3477841358
519	0.3476219671
520	0.3475371186
521	0.3474905889
522	0.3474898743
523	0.3474654621
524	0.3474289032
525	0.3474248564
526	0.3471687475
527	0.3470295164
528	0.3468600208
529	0.3467120571
530	0.3464860209
531	0.3463745371
532	0.3461671197
533	0.3460621593
534	0.3460136419
535	0.3458210385
536	0.3456894736
537	0.3454635226
538	0.3453978101
539	0.3452798484
540	0.3452148562
541	0.3450655827
542	0.3449311695
543	0.3449193051
544	0.3447759842
545	0.3447010317
546	0.3445923281
547	0.3445828482
548	0.3445037094
549	0.34428599
550	0.3441695388
551	0.3440472947
552	0.3439270995
553	0.3439010662
554	0.3437782927
555	0.3436560618
556	0.3435573537
557	0.3433773796
558	0.3433166668
559	0.3432716605
560	0.3432265063
561	0.3430470112
562	0.3429839134
563	0.342869061
564	0.342717323
565	0.3424074763
566	0.3423119362
567	0.342124762
568	0.3420575071
569	0.3419658741
570	0.3418568367
571	0.3417353493
572	0.3416389578
573	0.3416146863
574	0.3415243393
575	0.3414197402
576	0.3412887178
577	0.3412043266
578	0.3411666496
579	0.3410557696
580	0.3409786413
581	0.3408176202
582	0.3407701471
583	0.3405135041
584	0.3404328783
585	0.3404115976
586	0.3403466418
587	0.3402541078
588	0.3401223734
589	0.3400385672
590	0.3399608566
591	0.3398048466
592	0.3395591884
593	0.3394379371
594	0.3392672063
595	0.3391871361
596	0.339080349
597	0.339025377
598	0.3389630599
599	0.3388658981
600	0.3387308032
601	0.3386769883
602	0.3385013274
603	0.3383308892
604	0.3382554102
605	0.3381848458
606	0.3381637587
607	0.3380312252
608	0.338021005
609	0.3380006523
610	0.3377698814
611	0.3376257541
612	0.33756061
613	0.3374584627
614	0.3372601372
615	0.3370990164
616	0.3370572977
617	0.3368787591
618	0.3368350762
619	0.3367611594
620	0.3366914569
621	0.3364915346
622	0.336449176
623	0.3362879816
624	0.3362342202
625	0.3361343176
626	0.3360532114
627	0.335964801
628	0.3357183523
629	0.3355807592
630	0.3355393855
631	0.3355114035
632	0.3354692431
633	0.3352514935
634	0.3351124722
635	0.3347679439
636	0.334638086
637	0.3345336789
638	0.334509205
639	0.3342948081
640	0.3340313048
641	0.3339324773
642	0.3339135727
643	0.3338446909
644	0.3337236271
645	0.3335872366
646	0.3335011038
647	0.3333785384
648	0.3333366543
649	0.3332810866
650	0.333160018
651	0.333039509
652	0.3328832094
653	0.3327219921
654	0.3324831727
655	0.3324118382
656	0.3323373982
657	0.3322914125
658	0.3321729604
659	0.3321067911
660	0.3320986708
661	0.331893343
662	0.3318345515
663	0.3317797243
664	0.3315969006
665	0.3314626867
666	0.3313254965
667	0.3312850149
668	0.3311275388
669	0.331004902
670	0.3308442618
671	0.3308229734
672	0.3307673674
673	0.3307070539
674	0.3306363584
675	0.3305640705
676	0.3302664876
677	0.3301939871
678	0.3300289348
679	0.3299290249
680	0.3298698903
681	0.3297827818
682	0.3295942959
683	0.3295346062
684	0.329501831
685	0.3291799403
686	0.3291151941
687	0.329030213
688	0.3290032384
689	0.3288496648
690	0.3288142706
691	0.3286891408
692	0.3286183205
693	0.3285845405
694	0.3285181017
695	0.3283229293
696	0.3281459453
697	0.3280586574
698	0.3279611915
699	0.3278724831
700	0.3278240988
701	0.3277586558
702	0.3275490025
703	0.3274615388
704	0.3272044215
705	0.3270972957
706	0.3268968821
707	0.3268362216
708	0.3267001854
709	0.3266930345
710	0.3266181199
711	0.326537052
712	0.3263986931
713	0.3262474049
714	0.3261834431
715	0.3261673302
716	0.3260676677
717	0.325922125
718	0.325827769
719	0.3257731782
720	0.3256272911
721	0.3255516534
722	0.3254908484
723	0.3254630668
724	0.3253949237
725	0.325271456
726	0.325131406
727	0.3250495623
728	0.3249158059
729	0.3247535488
730	0.3246827483
731	0.324620021
732	0.3244908876
733	0.324316751
734	0.3241002744
735	0.3240436859
736	0.3239805858
737	0.3238956677
738	0.3237683416
739	0.3236549675
740	0.3235346177
741	0.3233464433
742	0.3232441975
743	0.3232270821
744	0.3231356733
745	0.322863821
746	0.3228292339
747	0.322581359
748	0.3224585816
749	0.3224412491
750	0.3223544291
751	0.3221609796
752	0.321912359
753	0.3217877481
754	0.3216504905
755	0.321615615
756	0.3215503906
757	0.3214340851
758	0.3214208758
759	0.321351982
760	0.3212787523
761	0.3212697644
762	0.3210978036
763	0.3210396061
764	0.3209062581
765	0.3208299891
766	0.3205568811
767	0.3205058169
768	0.3203011256
769	0.3201854482
770	0.319984187
771	0.3198238759
772	0.3197551334
773	0.3196291747
774	0.3195055608
775	0.3193379403
776	0.3192009049
777	0.3191038336
778	0.319022607
779	0.3189453666
780	0.3186738032
781	0.3186677827
782	0.3186170865
783	0.3185317577
784	0.3184929275
785	0.3183739255
786	0.3182423111
787	0.3181082156
788	0.3180208411
789	0.3178410393
790	0.3177852863
791	0.3177439926
792	0.3176874565
793	0.3175112761
794	0.3174191573
795	0.3173711668
796	0.3172853361
797	0.3171815297
798	0.3171055268
799	0.3170421259
800	0.3169764316
801	0.3169280689
802	0.3168701698
803	0.3168015996
804	0.3167160481
805	0.3166210218
806	0.3165428936
807	0.3164319039
808	0.3163414156
809	0.3162523206
810	0.3161248009
811	0.3160673802
812	0.3159653036
813	0.3158902077
814	0.315770543
815	0.3157240064
816	0.315662664
817	0.3155939592
818	0.3155100781
819	0.3154941762
820	0.3153681194
821	0.3153254121
822	0.3150822362
823	0.3150029779
824	0.3147905064
825	0.3147035393
826	0.3145908532
827	0.3145579492
828	0.3144490296
829	0.3144096785
830	0.3143756976
831	0.3143192215
832	0.3142562469
833	0.314066223
834	0.3139276235
835	0.3138847382
836	0.3137677263
837	0.3136685675
838	0.313636993
839	0.3135406212
840	0.3134124946
841	0.3133644243
842	0.3132394519
843	0.3131721192
844	0.3130007429
845	0.3129006418
846	0.3128047068
847	0.312667575
848	0.3125363777
849	0.3123571194
850	0.3122403091
851	0.3120512254
852	0.3117211852
853	0.3115626392
854	0.3112732933
855	0.3112084231
856	0.3111323982
857	0.3110768638
858	0.3110501019
859	0.3109688962
860	0.3108531725
861	0.3107490957
862	0.3106749191
863	0.3106107744
864	0.3105672676
865	0.3105561334
866	0.310489722
867	0.3104193012
868	0.3102072923
869	0.3100404878
870	0.3099720322
871	0.3098769127
872	0.3096303655
873	0.3095743379
874	0.3092340668
875	0.3090941424
876	0.3089253481
877	0.3087914431
878	0.3085943488
879	0.3084954672
880	0.3084171511
881	0.3083817604
882	0.3081004104
883	0.3079618538
884	0.307885583
885	0.3078036759
886	0.3077147555
887	0.3076458911
888	0.3074669249
889	0.3074207026
890	0.3073545414
891	0.3071945602
892	0.3070826868
893	0.3070297937
894	0.3069577569
895	0.306906417
896	0.3068232422
897	0.3065421264
898	0.3065068853
899	0.3064434986
900	0.3063390651
901	0.3060761464
902	0.305892809
903	0.30577807
904	0.3056659
905	0.3055904052
906	0.3055177245
907	0.3053593639
908	0.3052781592
909	0.3051756889
910	0.3050079861
911	0.3049492979
912	0.3048192099
913	0.3047141726
914	0.3046364017
915	0.3045441518
916	0.3044727632
917	0.3044388855
918	0.304397248
919	0.3043622249
920	0.3042220301
921	0.3041782523
922	0.3040372247
923	0.3039746583
924	0.3039199566
925	0.3038096499
926	0.3037393856
927	0.3036639932
928	0.3034236509
929	0.3032621939
930	0.3031902325
931	0.3031311702
932	0.3030301663
933	0.3030094479
934	0.3029012844
935	0.3028430553
936	0.3027717038
937	0.3027185051
938	0.3026825064
939	0.3026497375
940	0.3026379103
941	0.3024800087
942	0.3024388827
943	0.3024100939
944	0.3023846306
945	0.3023243185
946	0.3022621492
947	0.3020884249
948	0.3020448714
949	0.3018994146
950	0.3018708695
951	0.3018136388
952	0.3016897117
953	0.3015782506
954	0.3015186361
955	0.3014590624
956	0.3014005701
957	0.3012956512
958	0.3012079647
959	0.3011620941
960	0.3010587791
961	0.3008956955
962	0.3007874469
963	0.3007417745
964	0.3006801017
965	0.3005385889
966	0.3004561871
967	0.3003396345
968	0.300257264
969	0.3002051298
970	0.3001134838
971	0.3000422021
972	0.2999534122
973	0.2998273677
974	0.2996863263
975	0.2996463117
976	0.2996185718
977	0.2995718276
978	0.2993280079
979	0.2991046804
980	0.2990107668
981	0.2989308049
982	0.2987267769
983	0.2986944667
984	0.298535621
985	0.2985031181
986	0.2983866304
987	0.2983272096
988	0.2982251615
989	0.2980779247
990	0.2979694596
991	0.2978242513
992	0.2977417501
993	0.2975997935
994	0.2975339578
995	0.2974871925
996	0.2974499473
997	0.2974068013
998	0.2973822536
999	0.2971987936
